epoch,acc,loss,val_acc,val_loss
0,0.9411333333333334,0.34724392634232837,0.9708,0.2306119589328766
1,0.97055,0.217285071460406,0.9741,0.19425794143676758
2,0.9747333333333333,0.18883669101397196,0.9777,0.1749576504468918
3,0.9758,0.17709621263345082,0.9785,0.16147231692075728
4,0.9772,0.16736679480075836,0.9781,0.1603396345973015
5,0.9775666666666667,0.16241257330576578,0.9796,0.1529588893532753
6,0.9789333333333333,0.1556552097360293,0.9813,0.14539858882427215
7,0.9793166666666666,0.15154827144940694,0.9823,0.13767742646932601
8,0.9792,0.14820611358483632,0.9797,0.14530753399133683
9,0.9793166666666666,0.14841321890354156,0.9802,0.14391372376680375
10,0.9805166666666667,0.14347867912451426,0.9778,0.15213695621490478
11,0.9804,0.14074704645872116,0.9797,0.13891015124320985
12,0.9796666666666667,0.14081645549933117,0.9766,0.15211889307498933
13,0.9798666666666667,0.13790029187202454,0.9721,0.16013381963968276
14,0.9804166666666667,0.13610667675336202,0.9819,0.1295932637453079
15,0.9816,0.13159642486572265,0.9783,0.14251457600593567
16,0.9816166666666667,0.13143502747217814,0.9811,0.13041944105625153
17,0.98185,0.1298756786028544,0.9804,0.13178461701869965
18,0.98145,0.13005325766404469,0.9805,0.13084892058372496
19,0.98215,0.1272322471499443,0.9772,0.14437101714611053
20,0.9817833333333333,0.129264074075222,0.9828,0.12514913874864578
21,0.9820666666666666,0.12590667027632396,0.9817,0.12645222554206847
22,0.9821833333333333,0.12518521840572358,0.9814,0.12454846197366715
23,0.9824333333333334,0.12533369337717692,0.9834,0.11696152461767197
24,0.9824,0.12382663069566091,0.9803,0.12805039311647415
25,0.98285,0.12294302767117818,0.9846,0.115488733959198
26,0.9825,0.12332804433902105,0.9847,0.11443606847524643
27,0.9828,0.12017701710859935,0.9801,0.13278893822431564
28,0.9824,0.12128147434393564,0.9807,0.12443098465204239
29,0.9828,0.11935269741217296,0.9818,0.11795023735761642
30,0.9823333333333333,0.12019289680322011,0.9802,0.12459826896190643
31,0.9828333333333333,0.11810559910138448,0.9847,0.11545856444835663
32,0.9831333333333333,0.11665506952206293,0.9833,0.11795769381523133
33,0.9833833333333334,0.11762787878115973,0.9819,0.11846188983917236
34,0.9828,0.11750039629538854,0.9832,0.11349914404153824
35,0.9830333333333333,0.11716557931900025,0.9805,0.12013516077995301
36,0.9827333333333333,0.11687851003408432,0.9812,0.12277843177318573
37,0.98325,0.11684971398512523,0.9828,0.1155127991437912
38,0.9822666666666666,0.11839227027893066,0.9816,0.1204930682182312
39,0.9827166666666667,0.11718014116684596,0.9812,0.11928024736642838
40,0.9822,0.11692530346711477,0.9838,0.1137807821393013
41,0.9830833333333333,0.11650432480573654,0.9835,0.11463188132047653
42,0.9830333333333333,0.11559542590777079,0.9822,0.1180223120689392
43,0.9829166666666667,0.11550049036343893,0.9816,0.12013966584205628
44,0.9835833333333334,0.11450411869287491,0.9808,0.12170804555416107
45,0.98295,0.11510958109299342,0.9829,0.11437579864263535
46,0.9826666666666667,0.1146217935760816,0.9818,0.11854054154157638
47,0.9829666666666667,0.11500121038357417,0.9838,0.11097977949380874
48,0.9831333333333333,0.1151034673055013,0.984,0.10953204581737519
49,0.9836166666666667,0.1131787937661012,0.9816,0.11980486556291581
50,0.9829666666666667,0.11319512674411138,0.984,0.10837968087196351
51,0.9833333333333333,0.11315349757870038,0.9839,0.11040048846006394
52,0.9843166666666666,0.11076319352785746,0.9828,0.11056093497276306
